Nome_Município,Nome_UF,Código Município Completo,Quantidade de Beneficiados,Valor
Lago da Pedra,Maranhão,2105708,7637,1617332.0
Lago do Junco,Maranhão,2105807,1848,310805.0
Lago dos Rodrigues,Maranhão,2105948,1318,258383.0
Lago Verde,Maranhão,2105906,2939,889495.0
Lagoa do Mato,Maranhão,2105922,1935,508015.0
Lagoa Grande do Maranhão,Maranhão,2105963,1674,365511.0
Lajeado Novo,Maranhão,2105989,1353,299442.0
Lima Campos,Maranhão,2106003,1775,344625.0
Loreto,Maranhão,2106102,1793,468301.0
Luís Domingues,Maranhão,2106201,1783,474603.0
Magalhães de Almeida,Maranhão,2106300,2057,529318.0
Maracaçumé,Maranhão,2106326,2777,672377.0
Marajá do Sena,Maranhão,2106359,1282,264238.0
Maranhãozinho,Maranhão,2106375,1538,423488.0
Mata Roma,Maranhão,2106409,3450,1133944.0
Matinha,Maranhão,2106508,5712,1504600.0
Matões,Maranhão,2106607,5561,1185124.0
Matões do Norte,Maranhão,2106631,1767,390549.0
Milagres do Maranhão,Maranhão,2106672,1501,434530.0
Mirador,Maranhão,2106706,3310,995793.0
Miranda do Norte,Maranhão,2106755,3284,796497.0
Mirinzal,Maranhão,2106805,2867,690469.0
Monção,Maranhão,2106904,5220,1235291.0
Montes Altos,Maranhão,2107001,1546,320494.0
Morros,Maranhão,2107100,3489,974775.0
Nina Rodrigues,Maranhão,2107209,2229,670302.0
Nova Colinas,Maranhão,2107258,765,226911.0
Nova Iorque,Maranhão,2107308,750,142028.0
Nova Olinda do Maranhão,Maranhão,2107357,3139,691074.0
Olho d'Água das Cunhãs,Maranhão,2107407,3442,848510.0
Olinda Nova do Maranhão,Maranhão,2107456,3221,743323.0
Paço do Lumiar,Maranhão,2107506,12477,2148654.0
Palmeirândia,Maranhão,2107605,4243,1143047.0
Paraibano,Maranhão,2107704,4242,1141635.0
Parnarama,Maranhão,2107803,4782,1117096.0
Passagem Franca,Maranhão,2107902,2954,803464.0
Pastos Bons,Maranhão,2108009,3465,869338.0
Paulino Neves,Maranhão,2108058,3106,981673.0
Paulo Ramos,Maranhão,2108108,3491,623268.0
Pedreiras,Maranhão,2108207,3551,617043.0
Pedro do Rosário,Maranhão,2108256,4905,1095155.0
Penalva,Maranhão,2108306,5497,1298454.0
Peri Mirim,Maranhão,2108405,2387,481218.0
Peritoró,Maranhão,2108454,4756,1228329.0
Pindaré-Mirim,Maranhão,2108504,3643,1166910.0
Pinheiro,Maranhão,2108603,12436,2536872.0
Pio XII,Maranhão,2108702,4656,1014234.0
Pirapemas,Maranhão,2108801,3001,705047.0
Poção de Pedras,Maranhão,2108900,2684,419582.0
Porto Franco,Maranhão,2109007,1510,200082.0
Porto Rico do Maranhão,Maranhão,2109056,1402,306942.0
Presidente Dutra,Maranhão,2109106,3903,725393.0
Presidente Juscelino,Maranhão,2109205,2377,712219.0
Presidente Médici,Maranhão,2109239,907,209925.0
Presidente Sarney,Maranhão,2109270,3750,1091403.0
Presidente Vargas,Maranhão,2109304,1612,405385.0
Primeira Cruz,Maranhão,2109403,3036,710688.0
Raposa,Maranhão,2109452,4345,990494.0
Riachão,Maranhão,2109502,2609,499390.0
Ribamar Fiquene,Maranhão,2109551,902,165794.0
Rosário,Maranhão,2109601,5222,961733.0
Sambaíba,Maranhão,2109700,704,145300.0
Santa Filomena do Maranhão,Maranhão,2109759,1083,264549.0
Santa Helena,Maranhão,2109809,7368,1468062.0
Santa Inês,Maranhão,2109908,8409,1750015.0
Santa Luzia,Maranhão,2110005,8906,1779016.0
Santa Luzia do Paruá,Maranhão,2110039,3614,1135207.0
Santa Quitéria do Maranhão,Maranhão,2110104,4690,1655602.0
Santa Rita,Maranhão,2110203,5343,1253071.0
Santana do Maranhão,Maranhão,2110237,1455,315429.0
Santo Amaro do Maranhão,Maranhão,2110278,2185,502651.0
Santo Antônio dos Lopes,Maranhão,2110302,2604,447366.0
São Benedito do Rio Preto,Maranhão,2110401,3589,1176180.0
São Bento,Maranhão,2110500,6771,1648200.0
São Bernardo,Maranhão,2110609,5082,1320260.0
São Domingos do Azeitão,Maranhão,2110658,1387,342154.0
São Domingos do Maranhão,Maranhão,2110708,4660,999874.0
São Félix de Balsas,Maranhão,2110807,714,136511.0
São Francisco do Brejão,Maranhão,2110856,1335,240328.0
São Francisco do Maranhão,Maranhão,2110906,2405,627618.0
São João Batista,Maranhão,2111003,5221,1250785.0
São João do Carú,Maranhão,2111029,2141,575129.0
São João do Paraíso,Maranhão,2111052,1391,265967.0
São João do Soter,Maranhão,2111078,2953,838996.0
São João dos Patos,Maranhão,2111102,3130,568128.0
São José de Ribamar,Maranhão,2111201,21723,3950995.0
São José dos Basílios,Maranhão,2111250,1312,320742.0
São Luís,Maranhão,2111300,69250,11731408.0
São Luís Gonzaga do Maranhão,Maranhão,2111409,3364,696305.0
São Mateus do Maranhão,Maranhão,2111508,6035,1273538.0
São Pedro da Água Branca,Maranhão,2111532,1297,231068.0
São Pedro dos Crentes,Maranhão,2111573,627,155574.0
São Raimundo das Mangabeiras,Maranhão,2111607,2051,444614.0
São Raimundo do Doca Bezerra,Maranhão,2111631,1219,366345.0
São Roberto,Maranhão,2111672,1194,339864.0
São Vicente Ferrer,Maranhão,2111706,5012,1113976.0
Satubinha,Maranhão,2111722,1494,310552.0
Senador Alexandre Costa,Maranhão,2111748,2090,589647.0
Senador La Rocque,Maranhão,2111763,2323,583599.0
Serrano do Maranhão,Maranhão,2111789,3368,800331.0
Sítio Novo,Maranhão,2111805,2921,697626.0
Sucupira do Norte,Maranhão,2111904,2107,620592.0
Sucupira do Riachão,Maranhão,2111953,868,157386.0
Tasso Fragoso,Maranhão,2112001,1060,215679.0
Timbiras,Maranhão,2112100,4606,1158048.0
Timon,Maranhão,2112209,18874,3709463.0
Trizidela do Vale,Maranhão,2112233,3030,484295.0
Tufilândia,Maranhão,2112274,1248,413450.0
Tuntum,Maranhão,2112308,4587,834459.0
Turiaçu,Maranhão,2112407,6315,1794916.0
Turilândia,Maranhão,2112456,5164,1190946.0
Tutóia,Maranhão,2112506,9443,2436357.0
Urbano Santos,Maranhão,2112605,5924,1527152.0
Vargem Grande,Maranhão,2112704,7007,2075110.0
Viana,Maranhão,2112803,8260,1500878.0
Vila Nova dos Martírios,Maranhão,2112852,963,225168.0
Vitória do Mearim,Maranhão,2112902,5178,1258677.0
Vitorino Freire,Maranhão,2113009,5550,1430724.0
Zé Doca,Maranhão,2114007,6091,1096035.0
Acauã,Piauí,2200053,1253,252355.0
Agricolândia,Piauí,2200103,873,210434.0
Água Branca,Piauí,2200202,2221,456088.0
Alagoinha do Piauí,Piauí,2200251,1415,262273.0
Alegrete do Piauí,Piauí,2200277,799,175695.0
Alto Longá,Piauí,2200301,2311,421236.0
Altos,Piauí,2200400,3807,620882.0
Alvorada do Gurguéia,Piauí,2200459,892,268259.0
Amarante,Piauí,2200509,3137,835828.0
Angical do Piauí,Piauí,2200608,1647,314594.0
Anísio de Abreu,Piauí,2200707,1566,249853.0
Antônio Almeida,Piauí,2200806,458,125132.0
Aroazes,Piauí,2200905,1080,271765.0
Aroeiras do Itaim,Piauí,2200954,495,78068.0
Arraial,Piauí,2201002,802,180223.0
Assunção do Piauí,Piauí,2201051,1224,265163.0
Avelino Lopes,Piauí,2201101,2500,660949.0
Baixa Grande do Ribeiro,Piauí,2201150,1896,469270.0
Barra D'Alcântara,Piauí,2201176,772,190366.0
Barras,Piauí,2201200,8999,2447040.0
Barreiras do Piauí,Piauí,2201309,755,200093.0
Barro Duro,Piauí,2201408,1349,207608.0
Batalha,Piauí,2201507,4586,1147689.0
Bela Vista do Piauí,Piauí,2201556,628,133622.0
Belém do Piauí,Piauí,2201572,659,142944.0
Beneditinos,Piauí,2201606,1770,477405.0
Bertolínia,Piauí,2201705,995,258723.0
Betânia do Piauí,Piauí,2201739,1247,279192.0
Boa Hora,Piauí,2201770,1663,452400.0
Bocaina,Piauí,2201804,602,132022.0
Bom Jesus,Piauí,2201903,3608,777699.0
Bom Princípio do Piauí,Piauí,2201919,928,143441.0
Bonfim do Piauí,Piauí,2201929,1076,247643.0
Boqueirão do Piauí,Piauí,2201945,1163,276586.0
Brasileira,Piauí,2201960,1312,276196.0
Brejo do Piauí,Piauí,2201988,919,264581.0
Buriti dos Lopes,Piauí,2202000,3347,921724.0
Buriti dos Montes,Piauí,2202026,1486,378700.0
Cabeceiras do Piauí,Piauí,2202059,1803,472957.0
Cajazeiras do Piauí,Piauí,2202075,428,85003.0
Cajueiro da Praia,Piauí,2202083,784,122229.0
Caldeirão Grande do Piauí,Piauí,2202091,1015,252788.0
Campinas do Piauí,Piauí,2202109,1061,245858.0
Campo Alegre do Fidalgo,Piauí,2202117,1185,284514.0
Campo Grande do Piauí,Piauí,2202133,1113,260541.0
Campo Largo do Piauí,Piauí,2202174,1701,479386.0
Campo Maior,Piauí,2202208,5603,1001183.0
Canavieira,Piauí,2202251,689,186500.0
Canto do Buriti,Piauí,2202307,3862,759237.0
Capitão de Campos,Piauí,2202406,1979,445205.0
Capitão Gervásio Oliveira,Piauí,2202455,1086,278227.0
Caracol,Piauí,2202505,2014,584957.0
Caraúbas do Piauí,Piauí,2202539,1094,185237.0
Caridade do Piauí,Piauí,2202554,1196,221144.0
Castelo do Piauí,Piauí,2202604,2759,697373.0
Caxingó,Piauí,2202653,866,208972.0
Cocal,Piauí,2202703,4679,946674.0
Cocal de Telha,Piauí,2202711,1027,230022.0
Cocal dos Alves,Piauí,2202729,1116,255858.0
Coivaras,Piauí,2202737,727,157705.0
Colônia do Gurguéia,Piauí,2202752,1345,314548.0
Colônia do Piauí,Piauí,2202778,1357,296329.0
Conceição do Canindé,Piauí,2202802,1026,218731.0
Coronel José Dias,Piauí,2202851,963,248887.0
Corrente,Piauí,2202901,3342,692454.0
Cristalândia do Piauí,Piauí,2203008,1216,328720.0
Cristino Castro,Piauí,2203107,1764,518132.0
Curimatá,Piauí,2203206,1716,478148.0
Currais,Piauí,2203230,916,200551.0
Curral Novo do Piauí,Piauí,2203271,960,235603.0
Curralinhos,Piauí,2203255,812,225535.0
Demerval Lobão,Piauí,2203305,2699,604601.0
Dirceu Arcoverde,Piauí,2203354,1229,354433.0
Dom Expedito Lopes,Piauí,2203404,903,160030.0
Dom Inocêncio,Piauí,2203453,1991,417366.0
Domingos Mourão,Piauí,2203420,739,180897.0
Elesbão Veloso,Piauí,2203503,1753,298745.0
Eliseu Martins,Piauí,2203602,699,167327.0
Esperantina,Piauí,2203701,6425,1457174.0
Fartura do Piauí,Piauí,2203750,1164,329613.0
Flores do Piauí,Piauí,2203800,974,194151.0
Floresta do Piauí,Piauí,2203859,494,104085.0
Floriano,Piauí,2203909,3739,582216.0
Francinópolis,Piauí,2204006,767,141519.0
Francisco Ayres,Piauí,2204105,660,151253.0
Francisco Macedo,Piauí,2204154,476,97094.0
Francisco Santos,Piauí,2204204,1141,205687.0
Fronteiras,Piauí,2204303,1842,410441.0
Geminiano,Piauí,2204352,1048,230265.0
Gilbués,Piauí,2204402,1566,396339.0
Guadalupe,Piauí,2204501,1426,360071.0
Guaribas,Piauí,2204550,1017,292887.0
Hugo Napoleão,Piauí,2204600,658,133382.0
Ilha Grande,Piauí,2204659,1448,263646.0
Inhuma,Piauí,2204709,2229,384199.0
Ipiranga do Piauí,Piauí,2204808,1390,218370.0
Isaías Coelho,Piauí,2204907,1726,370378.0
Itainópolis,Piauí,2205003,1784,300196.0
Itaueira,Piauí,2205102,1425,276018.0
Jacobina do Piauí,Piauí,2205151,1183,221857.0
Jaicós,Piauí,2205201,3277,699663.0
Jardim do Mulato,Piauí,2205250,925,235295.0
Jatobá do Piauí,Piauí,2205276,892,205017.0
Jerumenha,Piauí,2205300,945,236583.0
João Costa,Piauí,2205359,527,115301.0
Joaquim Pires,Piauí,2205409,2447,620592.0
Joca Marques,Piauí,2205458,992,210487.0
José de Freitas,Piauí,2205508,5442,1199502.0
Juazeiro do Piauí,Piauí,2205516,922,195192.0
Júlio Borges,Piauí,2205524,929,259488.0
Jurema,Piauí,2205532,1015,238350.0
Lagoa Alegre,Piauí,2205557,1438,373465.0
Lagoa de São Francisco,Piauí,2205573,942,207377.0
Lagoa do Barro do Piauí,Piauí,2205565,602,143343.0
Lagoa do Piauí,Piauí,2205581,812,215446.0
Lagoa do Sítio,Piauí,2205599,990,235291.0
Lagoinha do Piauí,Piauí,2205540,387,66865.0
Landri Sales,Piauí,2205607,1128,260081.0
Luís Correia,Piauí,2205706,4769,871101.0
Luzilândia,Piauí,2205805,5100,1237211.0
Madeiro,Piauí,2205854,1271,334702.0
Manoel Emídio,Piauí,2205904,680,122575.0
Marcolândia,Piauí,2205953,1833,436649.0
Marcos Parente,Piauí,2206001,897,150886.0
Massapê do Piauí,Piauí,2206050,1029,262476.0
Matias Olímpio,Piauí,2206100,2061,528109.0
Miguel Alves,Piauí,2206209,5982,1553962.0
Miguel Leão,Piauí,2206308,175,37213.0
Milton Brandão,Piauí,2206357,1027,233798.0
Monsenhor Gil,Piauí,2206407,1597,389472.0
Monsenhor Hipólito,Piauí,2206506,1223,285868.0
Monte Alegre do Piauí,Piauí,2206605,1738,484937.0
Morro Cabeça no Tempo,Piauí,2206654,780,228809.0
Morro do Chapéu do Piauí,Piauí,2206670,1090,261500.0
Murici dos Portelas,Piauí,2206696,1254,219227.0
Nazaré do Piauí,Piauí,2206704,1368,359763.0
Nazária,Piauí,2206720,1919,459304.0
Nossa Senhora de Nazaré,Piauí,2206753,845,154979.0
Nossa Senhora dos Remédios,Piauí,2206803,2164,469719.0
Nova Santa Rita,Piauí,2207959,964,216171.0
Novo Oriente do Piauí,Piauí,2206902,943,192215.0
Novo Santo Antônio,Piauí,2206951,624,156638.0
Oeiras,Piauí,2207009,5246,936906.0
Olho D'Água do Piauí,Piauí,2207108,449,104181.0
Padre Marcos,Piauí,2207207,1422,337261.0
Paes Landim,Piauí,2207306,827,212692.0
Pajeú do Piauí,Piauí,2207355,570,109878.0
Palmeira do Piauí,Piauí,2207405,783,159202.0
Palmeirais,Piauí,2207504,2583,518720.0
Paquetá,Piauí,2207553,728,158715.0
Parnaguá,Piauí,2207603,2049,539547.0
Parnaíba,Piauí,2207702,9188,1385204.0
Passagem Franca do Piauí,Piauí,2207751,869,205105.0
Patos do Piauí,Piauí,2207777,861,129816.0
Pau D'Arco do Piauí,Piauí,2207793,909,212633.0
Paulistana,Piauí,2207801,3718,614508.0
Pavussu,Piauí,2207850,1104,231724.0
Pedro II,Piauí,2207900,6950,1831177.0
Pedro Laurentino,Piauí,2207934,542,140922.0
Picos,Piauí,2208007,9293,1336347.0
Pimenteiras,Piauí,2208106,1856,458487.0
Pio IX,Piauí,2208205,2906,486265.0
Piracuruca,Piauí,2208304,4894,1130851.0
Piripiri,Piauí,2208403,5785,977871.0
Porto,Piauí,2208502,2296,659690.0
Porto Alegre do Piauí,Piauí,2208551,447,103350.0
Prata do Piauí,Piauí,2208601,717,167221.0
Queimada Nova,Piauí,2208650,1346,306786.0
Redenção do Gurguéia,Piauí,2208700,1872,574289.0
Regeneração,Piauí,2208809,3697,809540.0
Riacho Frio,Piauí,2208858,836,224967.0
Ribeira do Piauí,Piauí,2208874,1048,201739.0
Ribeiro Gonçalves,Piauí,2208908,873,216895.0
Rio Grande do Piauí,Piauí,2209005,1286,275895.0
Santa Cruz do Piauí,Piauí,2209104,972,208310.0
Santa Cruz dos Milagres,Piauí,2209153,494,122371.0
Santa Filomena,Piauí,2209203,858,234595.0
Santa Luz,Piauí,2209302,1125,313605.0
Santa Rosa do Piauí,Piauí,2209377,858,178617.0
Santana do Piauí,Piauí,2209351,551,79438.0
Santo Antônio de Lisboa,Piauí,2209401,830,218028.0
Santo Antônio dos Milagres,Piauí,2209450,253,78280.0
Santo Inácio do Piauí,Piauí,2209500,658,151660.0
São Braz do Piauí,Piauí,2209559,1018,227049.0
São Félix do Piauí,Piauí,2209609,422,95450.0
São Francisco de Assis do Piauí,Piauí,2209658,1259,330660.0
São Francisco do Piauí,Piauí,2209708,1032,257920.0
São Gonçalo do Gurguéia,Piauí,2209757,471,123879.0
São Gonçalo do Piauí,Piauí,2209807,795,158834.0
São João da Canabrava,Piauí,2209856,732,167671.0
São João da Fronteira,Piauí,2209872,929,235465.0
São João da Serra,Piauí,2209906,1113,297475.0
São João da Varjota,Piauí,2209955,585,129211.0
São João do Arraial,Piauí,2209971,1853,493133.0
São João do Piauí,Piauí,2210003,2952,701518.0
São José do Divino,Piauí,2210052,1035,226007.0
São José do Peixe,Piauí,2210102,726,149230.0
São José do Piauí,Piauí,2210201,954,216037.0
São Julião,Piauí,2210300,1053,251705.0
São Lourenço do Piauí,Piauí,2210359,1003,255258.0
São Luis do Piauí,Piauí,2210375,341,91378.0
São Miguel da Baixa Grande,Piauí,2210383,267,56991.0
São Miguel do Fidalgo,Piauí,2210391,561,133425.0
São Miguel do Tapuio,Piauí,2210409,2557,458237.0
São Pedro do Piauí,Piauí,2210508,2822,574116.0
São Raimundo Nonato,Piauí,2210607,5140,1219952.0
Sebastião Barros,Piauí,2210623,755,173299.0
Sebastião Leal,Piauí,2210631,618,96414.0
Sigefredo Pacheco,Piauí,2210656,1844,363454.0
Simões,Piauí,2210706,1950,354108.0
Simplício Mendes,Piauí,2210805,2092,478817.0
Socorro do Piauí,Piauí,2210904,878,201168.0
Sussuapara,Piauí,2210938,811,119772.0
Tamboril do Piauí,Piauí,2210953,575,137377.0
Tanque do Piauí,Piauí,2210979,443,87746.0
Teresina,Piauí,2211001,51525,10832178.0
União,Piauí,2211100,7330,2024011.0
Uruçuí,Piauí,2211209,2975,716621.0
Valença do Piauí,Piauí,2211308,2116,311092.0
Várzea Branca,Piauí,2211357,1170,242124.0
Várzea Grande,Piauí,2211407,860,164943.0
Vera Mendes,Piauí,2211506,609,111193.0
Vila Nova do Piauí,Piauí,2211605,479,95504.0
Wall Ferraz,Piauí,2211704,715,111524.0
Abaiara,Ceará,2300101,1764,427910.0
Acarape,Ceará,2300150,1770,444374.0
Acaraú,Ceará,2300200,9528,2466047.0
Acopiara,Ceará,2300309,8337,2016867.0
Aiuaba,Ceará,2300408,2801,714315.0
Alcântaras,Ceará,2300507,964,160397.0
Altaneira,Ceará,2300606,1362,363613.0
Alto Santo,Ceará,2300705,1879,272486.0
Amontada,Ceará,2300754,6373,1191101.0
Antonina do Norte,Ceará,2300804,1829,418875.0
Apuiarés,Ceará,2300903,2574,536686.0
Aquiraz,Ceará,2301000,9848,1850457.0
Aracati,Ceará,2301109,5950,985760.0
Aracoiaba,Ceará,2301208,4252,875278.0
Ararendá,Ceará,2301257,1790,358284.0
Araripe,Ceará,2301307,3009,461274.0
Aratuba,Ceará,2301406,2041,508942.0
Arneiroz,Ceará,2301505,765,141033.0
Assaré,Ceará,2301604,4099,963807.0
Aurora,Ceará,2301703,3523,576802.0
Baixio,Ceará,2301802,1039,265088.0
Banabuiú,Ceará,2301851,2511,472892.0
Barbalha,Ceará,2301901,6344,1036429.0
Barreira,Ceará,2301950,3558,625193.0
Barro,Ceará,2302008,2947,570506.0
Barroquinha,Ceará,2302057,2519,539419.0
Baturité,Ceará,2302107,6129,1096091.0
Beberibe,Ceará,2302206,8736,1870178.0
Bela Cruz,Ceará,2302305,4430,821889.0
Boa Viagem,Ceará,2302404,8401,2128505.0
Brejo Santo,Ceará,2302503,5885,902936.0
Camocim,Ceará,2302602,7113,1345726.0
Campos Sales,Ceará,2302701,3697,554001.0
Canindé,Ceará,2302800,12141,2193958.0
Capistrano,Ceará,2302909,2874,615548.0
Caridade,Ceará,2303006,3384,875101.0
Cariré,Ceará,2303105,2624,633272.0
Caririaçu,Ceará,2303204,4712,1241318.0
Cariús,Ceará,2303303,2588,542027.0
Carnaubal,Ceará,2303402,1973,460374.0
Cascavel,Ceará,2303501,9661,1819052.0
Catarina,Ceará,2303600,1485,264264.0
Catunda,Ceará,2303659,2001,468728.0
Caucaia,Ceará,2303709,26539,5033222.0
Cedro,Ceará,2303808,3507,801624.0
Chaval,Ceará,2303907,2068,578228.0
Choró,Ceará,2303931,1811,448319.0
Chorozinho,Ceará,2303956,3186,598446.0
Coreaú,Ceará,2304004,3590,769603.0
Crateús,Ceará,2304103,7453,1380381.0
Crato,Ceará,2304202,13003,2447840.0
Croatá,Ceará,2304236,2959,810937.0
Cruz,Ceará,2304251,3515,777032.0
Deputado Irapuan Pinheiro,Ceará,2304269,1397,355310.0
Ererê,Ceará,2304277,841,152087.0
Eusébio,Ceará,2304285,4639,756155.0
Farias Brito,Ceará,2304301,2736,623012.0
Forquilha,Ceará,2304350,2907,475624.0
Fortaleza,Ceará,2304400,186758,36565617.0
Fortim,Ceará,2304459,2205,338338.0
Frecheirinha,Ceará,2304509,2036,411269.0
General Sampaio,Ceará,2304608,1415,367059.0
Graça,Ceará,2304657,2333,417385.0
Granja,Ceará,2304707,7182,1362138.0
Granjeiro,Ceará,2304806,816,204784.0
Groaíras,Ceará,2304905,1240,243600.0
Guaiúba,Ceará,2304954,3311,533136.0
Guaraciaba do Norte,Ceará,2305001,6025,1490851.0
Guaramiranga,Ceará,2305100,654,111562.0
Hidrolândia,Ceará,2305209,2610,510592.0
Horizonte,Ceará,2305233,4701,709818.0
Ibaretama,Ceará,2305266,2208,511279.0
Ibiapina,Ceará,2305308,3200,583428.0
Ibicuitinga,Ceará,2305332,2644,523115.0
Icapuí,Ceará,2305357,2917,650355.0
Icó,Ceará,2305407,10424,2472033.0
Iguatu,Ceará,2305506,9693,1744420.0
Independência,Ceará,2305605,4842,1175128.0
Ipaporanga,Ceará,2305654,1769,430183.0
Ipaumirim,Ceará,2305704,2293,540819.0
Ipu,Ceará,2305803,6716,1145962.0
Ipueiras,Ceará,2305902,5103,885667.0
Iracema,Ceará,2306009,1802,299935.0
Irauçuba,Ceará,2306108,4279,845924.0
Itaiçaba,Ceará,2306207,934,191382.0
Itaitinga,Ceará,2306256,3108,415252.0
Itapajé,Ceará,2306306,5301,892336.0
Itapipoca,Ceará,2306405,18354,4158419.0
Itapiúna,Ceará,2306504,3295,671702.0
Itarema,Ceará,2306553,6816,1460786.0
Itatira,Ceará,2306603,3753,1069500.0
Jaguaretama,Ceará,2306702,3317,623729.0
Jaguaribara,Ceará,2306801,1476,288723.0
Jaguaribe,Ceará,2306900,3788,564990.0
Jaguaruana,Ceará,2307007,5643,1004795.0
Jardim,Ceará,2307106,4069,808758.0
Jati,Ceará,2307205,970,183907.0
Jijoca de Jericoacoara,Ceará,2307254,1931,319244.0
Juazeiro do Norte,Ceará,2307304,19523,2992556.0
Jucás,Ceará,2307403,3729,1015579.0
Lavras da Mangabeira,Ceará,2307502,4910,1001791.0
Limoeiro do Norte,Ceará,2307601,6445,1163336.0
Madalena,Ceará,2307635,2891,691859.0
Maracanaú,Ceará,2307650,16031,2995760.0
Maranguape,Ceará,2307700,13444,2315560.0
Marco,Ceará,2307809,3593,676815.0
Martinópole,Ceará,2307908,1932,460657.0
Massapê,Ceará,2308005,4001,741034.0
Mauriti,Ceará,2308104,7376,1454332.0
Meruoca,Ceará,2308203,1663,393954.0
Milagres,Ceará,2308302,4811,1145099.0
Milhã,Ceará,2308351,2441,448470.0
Miraíma,Ceará,2308377,1970,407034.0
Missão Velha,Ceará,2308401,5337,963366.0
Mombaça,Ceará,2308500,5468,970257.0
Monsenhor Tabosa,Ceará,2308609,3253,824931.0
Morada Nova,Ceará,2308708,10332,2028878.0
Moraújo,Ceará,2308807,1394,374703.0
Morrinhos,Ceará,2308906,2924,516004.0
Mucambo,Ceará,2309003,1574,248229.0
Mulungu,Ceará,2309102,1813,483465.0
Nova Olinda,Ceará,2309201,2682,709110.0
Nova Russas,Ceará,2309300,3529,595850.0
